Permissionaria;Autos;TC;Denominacao_da_linha;caracteristica
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4428;5;SÃO PAULO (T.TIÊTE) - PINDAMONHANGABA;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4429;5;SÃO PAULO (T.TIÊTE) - GUARATINGUETA;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4430;5;SÃO PAULO (T.TIÊTE) - CRUZEIRO;Rodoviária Convencional
VIAÇÃO JACAREI LTDA;4431;5;SAO JOSE DOS CAMPOS - JACAREI;Semiurbana
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4432;5;SAO JOSE DOS CAMPOS - TAUBATE;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4433;5;GUARULHOS(AER.INT.CUMBICA - SAO JOSE DOS CAMPOS;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4434;5;QUELUZ - SAO JOSE DOS CAMPOS;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4435;5;PIQUETE - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4436;5;GUARATINGUETA - LORENA;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4437;5;LORENA - PIQUETE;Rodoviária Convencional
VIAÇÃO COMETA S/A;4443;5;SÃO PAULO (T.TIÊTE) - LORENA;Rodoviária Convencional
TRANSPORTES E TURISMO EROLES LTDA;4446;5;SAO JOSE DOS CAMPOS - IGARATA;Semiurbana
TRANSPORTES E TURISMO EROLES LTDA;4447;5;JACAREI - SANTA ISABEL;Semiurbana
EXPRESSO ITAMARATI S/A;4488;4;PONTES GESTAL - TANABI;Semiurbana
TRANSPORTE COLETIVO CÉLICO EIRELI;4496;4;MONTE APRAZIVEL - BURITAMA;Rodoviária Convencional
TRANSPORTE COLETIVO CÉLICO EIRELI;4497;4;BIRIGUI - LOURDES;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;4508;1;INDAIATUBA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;4509;1;SALTO - ITU;Semiurbana
TRANSPORTADORA TUR.MONTE ALEGRE LTDA;4525;1;PIRACICABA - JAU;Rodoviária Convencional
VIAÇÃO LIRA LTDA;4535;1;SÃO PAULO (T.TIÊTE) - CAMPINAS;Rodoviária Convencional
EMPRESA AUTO ÔNIBUS F.VICENTE LTDA;4544;3;IACANGA - BARIRI;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;4545;1;CAMPINAS - ITU;Rodoviária Convencional
EMPRESA RODOVIARIA PIRACICABANA LTDA;4568;1;SERRA NEGRA - AGUAS DE LINDOIA;Semiurbana
EMPRESA RODOVIARIA PIRACICABANA LTDA;4569;1;CAMPINAS - SOCORRO;Rodoviária Convencional
VIAÇÃO COMETA S/A;4596;5;SÃO PAULO (T.TIÊTE) - FRANCA;Rodoviária Convencional
TRANSPORTADORA SÃO PEDRO LTDA;4597;2;ITAPETININGA - GUAREI;Rodoviária Convencional
EMPRESA DE TRANSPORTES ANDORINHA S/A;4622;3;PRESIDENTE EPITACIO - PRESIDENTE PRUDENTE;Rodoviária Convencional
TRANSPORTE COLETIVO CÉLICO EIRELI;4626;4;PLANALTO - ARACATUBA;Semiurbana
VIAÇÃO PIRACICABANA S/A;4629;3;PERUIBE - SAO PAULO(T.JABAQUARA);Rodoviária Litorânea
EXPRESSO INTEGRAÇÃO DO VALE LTDA - EPP;4647;3;CRUZALIA - TARUMA;Semiurbana
EMPRESA DE TRANSPORTES ANDORINHA S/A;4656;3;PRESIDENTE PRUDENTE - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
VALLESUL TRANSPORTES E TURISMO LTDA;4669;5;PERUIBE - CANANEIA;Rodoviária Litorânea
VIAÇÃO RAPIDO BRASIL S/A;4689;5;SAO PAULO(T.JABAQUARA) - SAO VICENTE;Rodoviária Litorânea
VIAÇÃO PARATY LTDA;4692;4;JAU - BORACEIA;Rodoviária Convencional
EXPRESSO ITAMARATI S/A;4719;4;SAO JOSE DO RIO PRETO - MIRASSOL;Semiurbana
EXPRESSO ITAMARATI S/A;4720;4;SAO JOSE DO RIO PRETO - NEVES PAULISTA;Semiurbana
EXPRESSO ITAMARATI S/A;4721;4;SAO JOSE DO RIO PRETO - MONTE APRAZIVEL;Semiurbana
EXPRESSO ITAMARATI S/A;4722;4;SAO JOSE DO RIO PRETO - PEREIRA BARRETO;Rodoviária Convencional
VIAÇÃO PIRACICABA - LIMEIRA LTDA;4735;1;PIRACICABA - RIBEIRAO PRETO;Rodoviária Convencional
RAPIDO D OESTE LTDA;4736;1;RIBEIRAO PRETO - DIVINOLANDIA;Rodoviária Convencional
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;4749;3;ARACATUBA - RIBEIRAO PRETO;Rodoviária Convencional
AVOA DE CANDIDO MOTA LTDA - EPP;4760;3;ASSIS - CANDIDO MOTA;Semiurbana
VIAÇÃO GUAXUPE LTDA;4779;1;MOGI GUACU - AGUAI;Rodoviária Convencional
AUTO ÔNIBUS SOAMIN LTDA;4790;5;JUQUITIBA - MIRACATU;Semiurbana
EXPRESSO ADAMANTINA LTDA;4801;3;MARILIA - DRACENA;Rodoviária Convencional
EXPRESSO ITAMARATI S/A;4818;4;NHANDEARA - ARACATUBA;Semiurbana
EXPRESSO ITAMARATI S/A;4832;4;SAO JOSE DO RIO PRETO - RIBEIRAO PRETO;Rodoviária Convencional
EXPRESSO LIMEIRA DE VIAÇÃO LTDA;4833;1;IRACEMAPOLIS - LIMEIRA;Rodoviária Convencional
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;4842;3;BAURU - SAO CARLOS;Rodoviária Convencional
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;4844;3;BARIRI - BAURU;Semiurbana
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;4845;3;BAURU - ARARAQUARA;Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;4856;1;JUNDIAI - CAMPO LIMPO PTA.(KRUPP);Semiurbana
EXPRESSO ITAMARATI S/A;4889;4;SAO PAULO - SANTA FE DO SUL;Rodoviária Convencional
TRANSPORTE COLETIVO CÉLICO EIRELI;4895;4;TANABI - JOSE BONIFACIO;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;4938;2;VOTORANTIM(terminal) - SOROCABA(Lageado);Semiurbana
SÃO JOÃO FRETAMENTO E TURISMO S/A;4939;2;VOTORANTIM(V.IRINEU) - SOROCABA(Via Barcelona);Semiurbana
VIAÇÃO PIRACICABANA S/A;4956;3;SAO PAULO(T.JABAQUARA) - CUBATAO(JD.CASQUEIRO);Rodoviária Litorânea
VB TRANSPORTES E TURISMO LTDA;5008;1;LIMEIRA - CAMPINAS;Rodoviária Convencional
VIAÇÃO MACIR RAMAZINI TURISMO LTDA;5013;1;VIRADOURO - BEBEDOURO;Semiurbana
VIAÇÃO MOURÃO LTDA;5043;3;LENCOIS PAULISTA - BARRA BONITA;Rodoviária Convencional
EMPRESA RODOVIARIA PIRACICABANA LTDA;5052;1;PINHALZINHO - CAMPINAS;Rodoviária Convencional
EXPRESSO ITAMARATI S/A;5062;4;MONTE ALTO - RIBEIRAO PRETO;Semiurbana
RAPIDO RIO PARDO TRANSPORTE E TURISMO LTDA-EPP;5072;3;SANTA CRUZ RIO PARDO - BERNARDINO DE CAMPOS;Semiurbana
TRANSRAPIDO SÃO FRANCISCO LTDA;5076;4;TANABI - RIOLANDIA;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;5081;3;TUPI PAULISTA - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
EXPRESSO ITAMARATI S/A;5084;4;SANTA FE DO SUL - ILHA SOLTEIRA;Semiurbana
AUTO ÔNIBUS VERZOLLA LTDA;5088;4;TAIACU - JABOTICABAL;Semiurbana
VIAÇÃO MACIR RAMAZINI TURISMO LTDA;5107;1;TERRA ROXA - VIRADOURO;Semiurbana
JANDAIA TRANSPORTES E TURISMO LTDA;5121;3;PRESIDENTE PRUDENTE - MARTINOPOLIS;Semiurbana
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5126;5;LORENA - SAO JOSE DOS CAMPOS;Rodoviária Convencional
AUTO VIAÇÃO M.M. SOUZA TURISMO LTDA;5194;1;RAFARD - CAPIVARI;Semiurbana
VIAÇÃO MOURÃO LTDA;5195;3;LENCOIS PAULISTA - PEDERNEIRAS;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;5202;1;SÃO PAULO(BARRA FUNDA) - PIEDADE;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;5203;1;SÃO PAULO(BARRA FUNDA) - TAPIRAI;Rodoviária Convencional
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;5207;3;PRESIDENTE EPITACIO - ILHA SOLTEIRA;Rodoviária Convencional
VIACAO SC MIRIM GUACU LTDA;5218;1;MOJI MIRIM - MOGI GUACU;Semiurbana
AUTO VIAÇÃO OURINHOS ASSIS LTDA;5232;3;ASSIS - PORTO LEOPOLDINO;Semiurbana
VIAÇÃO COMETA S/A;5233;5;SAO PAULO(T.JABAQUARA) - P.GRANDE(V.MIRIM);Rodoviária Litorânea
EMPRESA DE ÔNIBUS ATILIO NATAL LTDA;5271;3;OSVALDO CRUZ - GUARARAPES;Semiurbana
EMPRESA PRINCESA DO NORTE S/A;5274;3;SÃO PAULO(BARRA FUNDA) - ITAPORANGA;Rodoviária Convencional
VIAÇÃO PARATY LTDA;5277;4;ARARAQUARA - RIBEIRAO BONITO;Semiurbana
VIAÇÃO GUAXUPE LTDA;5279;1;MOGI GUACU - MOCOCA;Rodoviária Convencional
VIAÇÃO GUAXUPE LTDA;5284;1;SAO JOAO DA BOA VISTA - MOCOCA;Rodoviária Convencional
EXPRESSO ADAMANTINA LTDA;5311;3;TUPI PAULISTA - PANORAMA;Semiurbana
EXPRESSO ADAMANTINA LTDA;5312;3;DRACENA - SAO JOAO DO PAU DALHO;Semiurbana
VIAÇÃO PARATY LTDA;5324;4;ARARAQUARA - MATAO;Semiurbana
EMPRESA RODOVIARIA PIRACICABANA LTDA;5345;1;ITATIBA - JUNDIAI;Semiurbana
EXPRESSO ADAMANTINA LTDA;5347;3;DRACENA - PANORAMA;Semiurbana
EMPRESA RODOVIARIA PIRACICABANA LTDA;5355;1;AMPARO - ITAPIRA;Rodoviária Convencional
AUTO ÔNIBUS CIZINO ARAUJO LTDA;5362;4;ARIRANHA - CATANDUVA;Semiurbana
VALLESUL TRANSPORTES E TURISMO LTDA;5389;5;PERUIBE - ELDORADO;Rodoviária Litorânea
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5423;5;PIQUETE - CRUZEIRO;Rodoviária Convencional
AUTO VIAÇÃO BRAGANCA LTDA;5425;1;AGUAS DE LINDOIA - SERRA NEGRA;Semiurbana
VIAÇÃO PRESIDENTE LTDA;5437;1;FRANCA - RIBEIRAO PRETO;Rodoviária Convencional
AUTO VIAÇÃO BRAGANCA LTDA;5441;1;AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
VIAÇÃO ATIBAIA SÃO PAULO LTDA;5574;1;SÃO PAULO (T.TIÊTE) - JOANOPOLIS;Rodoviária Convencional
VIAÇÃO ATIBAIA SÃO PAULO LTDA;5575;1;GUARULHOS - NAZARE PAULISTA;Semiurbana
RIBE TRANSPORTE LTDA - EPP;5584;1;JARDINOPOLIS - RIBEIRAO PRETO;Semiurbana
EMPRESA DE ÔNIBUS LUCHINI LTDA;5592;3;FAZENDA SANTA ROSA - ASSIS;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;5593;1;SÃO PAULO (T.TIÊTE) - DESCALVADO;Rodoviária Convencional
EXPRESSO REGIONAL TRANSPORTES LTDA;5595;2;MAIRINQUE - SAO PAULO;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;5596;1;SAO PAULO - TAMBAU;Rodoviária Convencional
CRISTALENSE TRANSPORTES E TURISMO LTDA;5598;1;FRANCA - SAO JOSE DA BELA VISTA;Semiurbana
VALLESUL TRANSPORTES E TURISMO LTDA;5614;5;ILHA COMPRIDA - SANTOS;Rodoviária Litorânea
VB TRANSPORTES E TURISMO LTDA;5624;1;ELIAS FAUSTO - INDAIATUBA;Semiurbana
VIAÇÃO GUAXUPE LTDA;5636;1;MOCOCA - TAPIRATIBA;Rodoviária Convencional
AUTO VIAÇÃO OURINHOS ASSIS LTDA;5640;3;SAO PEDRO DO TURVO - OURINHOS;Semiurbana
EMPRESA DE ÔNIBUS ROSA LTDA;5658;2;TATUI - LARANJAL PAULISTA;Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;5664;3;AVARE - FARTURA;Semiurbana
EMPRESA PRINCESA DO NORTE S/A;5668;3;TAQUARITUBA - ITARARE;Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;5669;3;AVARE - ARANDU;Semiurbana
EMPRESA PRINCESA DO NORTE S/A;5670;3;FARTURA - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;5671;3;FARTURA - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
EMPRESA AUTO ÔNIBUS MANOEL RODRIGUES S/A;5672;3;PIRAJU - AGUAS DE SANTA BARBARA;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;5678;1;JUNDIAI - VINHEDO;Semiurbana
EMPRESA DE ÔNIBUS VILA ELVIO LTDA;5687;2;IBIUNA - SOROCABA;Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;5712;1;INDAIATUBA - JUNDIAI;Semiurbana
EMPRESA RODOVIARIA PIRACICABANA LTDA;5714;1;AMPARO - BRAGANCA PAULISTA;Rodoviária Convencional
AUTO VIAÇÃO BRAGANCA LTDA;5739;1;BRAGANCA PAULISTA - PEDRA BELA;Semiurbana
AUTO VIAÇÃO OURINHOS ASSIS LTDA;5743;3;OURINHOS - SANTA CRUZ RIO PARDO;Semiurbana
EMPRESA CURITIBA CERRO AZUL LTDA;5745;2;APIAI - RIBEIRA;Rodoviária Convencional
EMPRESA RODOVIARIA PIRACICABANA LTDA;5747;1;AMPARO - JUNDIAI;Rodoviária Convencional
EXPRESSO ITAMARATI S/A;5757;4;AURIFLAMA - ILHA SOLTEIRA;Rodoviária Convencional
EXPRESSO ITAMARATI S/A;5759;4;JALES - DIRCE REIS;Semiurbana
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;5768;3;NOVA INDEPENDENCIA - ANDRADINA;Semiurbana
VIAÇÃO MATIAS LTDA;5785;3;PENAPOLIS - LUIZIANIA;Rodoviária Convencional
VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;5804;1;MOJI MIRIM - LIMEIRA;Rodoviária Convencional
EXPRESSO ITAMARATI S/A;5806;4;ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
EMPRESA CRUZ DE TRANSPORTES LTDA;5844;4;ARARAQUARA - ITAPOLIS;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;5845;3;OSASCO - REGINOPOLIS;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;5846;3;SÃO PAULO (T.TIÊTE) - NOVO HORIZONTE;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;5847;3;RIBEIRAO PRETO - ARARAQUARA;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;5848;3;ARARAQUARA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;5849;3;ARARAQUARA - AMERICO BRASILIENSE;Semiurbana
VIAÇÃO PIRACICABANA S/A;5850;3;SAO CARLOS - RIBEIRAO PRETO;Rodoviária Convencional
EXPRESSO ADAMANTINA LTDA;5865;3;DRACENA - PRESIDENTE EPITACIO;Rodoviária Convencional
VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;5870;1;DESCALVADO - SAO CARLOS;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5882;5;SÃO PAULO (T.TIÊTE) - CAMPOS DO JORDAO;Rodoviária Convencional
EXPRESSO ADAMANTINA LTDA;5888;3;PACAEMBU - ADAMANTINA;Semiurbana
VIAÇÃO LUWASA LTDA;5915;4;NOVO HORIZONTE - CATANDUVA;Semiurbana
VIAÇÃO LUWASA LTDA;5916;4;MARILIA - CATANDUVA;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;5918;3;ARARAQUARA - SAO JOSE DO RIO PRETO;Rodoviária Convencional
VIAÇÃO LUWASA LTDA;5919;4;SALES - CATANDUVA;Semiurbana
VIAÇÃO LUWASA LTDA;5920;4;SABINO - LINS;Semiurbana
VIAÇÃO LUWASA LTDA;5921;4;CATANDUVA - ITAJOBI;Semiurbana
VIAÇÃO LUWASA LTDA;5922;4;CATANDUVA - IBITINGA;Semiurbana
VIAÇÃO LUWASA LTDA;5923;4;CATANDUVA - PALMARES PAULISTA;Semiurbana
VIAÇÃO LUWASA LTDA;5924;4;CATANDUVA - CAJOBI;Semiurbana
VIAÇÃO LUWASA LTDA;5925;4;CATANDUVA - PIRANGI;Semiurbana
VIAÇÃO LUWASA LTDA;5949;4;PONGAI - JULIO MESQUITA;Semiurbana
VB TRANSPORTES E TURISMO LTDA;5960;1;FAZENDA SOBRADO - CAPIVARI;Rodoviária Convencional
VIAÇÃO GUAXUPE LTDA;5973;1;CASA BRANCA - MOCOCA;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;5999;1;RAFARD - PIRACICABA;Rodoviária Convencional
PEVÊ-TUR TRANSPORTES E TURISMO LTDA;6002;4;TALHADO - SAO JOSE DO RIO PRETO;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;6010;1;SAO JOAQUIM DA BARRA - PITANGUEIRAS;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;6011;1;SAO JOAQUIM DA BARRA - MORRO AGUDO;Semiurbana
VIAÇÃO PARATY LTDA;6014;4;SAO CARLOS - ARARAQUARA;Rodoviária Convencional
JANDAIA TRANSPORTES E TURISMO LTDA;6028;3;PRESIDENTE PRUDENTE - NOVA PATRIA;Semiurbana
EMPRESA AUTO ÔNIBUS SÃO JORGE LTDA;6029;2;ARACOIABA DA SERRA - SOROCABA;Semiurbana
VIAÇÃO SÃO RAPHAEL LTDA;6037;4;CARDOSO - SAO JOSE DO RIO PRETO;Rodoviária Convencional
JANDAIA TRANSPORTES E TURISMO LTDA;6059;3;PRESIDENTE PRUDENTE - SANTO EXPEDITO;Semiurbana
ABC - TRANSPORTES COLETIVOS VALE DO PARAIBA LTDA;6074;5;TAUBATE - PINDAMONHANGABA;Semiurbana
ABC - TRANSPORTES COLETIVOS VALE DO PARAIBA LTDA;6075;5;TREMEMBE - CACAPAVA;Semiurbana
RAPIDO LUXO CAMPINAS LTDA;6092;1;ITATINGA - RUBIÃO JUNIOR (UNESP);Semiurbana
TRANSPORTADORA TURÍSTICA LEONE LTDA;6109;4;JABOTICABAL - PITANGUEIRAS;Semiurbana
VIAÇÃO SÃO RAPHAEL LTDA;6139;4;BARRETOS - RIOLANDIA;Rodoviária Convencional
VIAÇÃO SÃO RAPHAEL LTDA;6140;4;OLIMPIA - RIOLANDIA;Rodoviária Convencional
VIAÇÃO COMETA S/A;6142;5;SÃO PAULO(BARRA FUNDA) - TATUI;Rodoviária Convencional
VIAÇÃO SÃO JOSÉ LTDA;6143;4;POPULINA - JALES;Semiurbana
VIAÇÃO SANTA CRUZ LTDA;6144;1;SAO JOAO DA BOA VISTA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
VIAÇÃO GUAXUPE LTDA;6145;1;SAO JOSE DO RIO PARDO - SAO JOAO DA BOA VISTA;Rodoviária Convencional
VIAÇÃO GUAXUPE LTDA;6146;1;SAO JOSE DO RIO PARDO - SAO JOAO DA BOA VISTA;Rodoviária Convencional
VIAÇÃO SANTA CRUZ LTDA;6147;1;VARGEM GRANDE DO SUL - AGUAS DA PRATA;Rodoviária Convencional
TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;6154;2;BARAO DE ANTONINA - ITARARE;Rodoviária Convencional
GUERINO SEISCENTO TRANSPORTES S/A;6158;3;TUPA - ASSIS;Rodoviária Convencional
EMPRESA DE ÔNIBUS LUCHINI LTDA;6163;3;BORÁ - SAO JOSE LARANJEIRAS;Semiurbana
GUERINO SEISCENTO TRANSPORTES S/A;6168;3;QUEIROZ. - POMPEIA;Rodoviária Convencional
VIAÇÃO SÃO ROQUE LTDA;6177;2;SAO ROQUE - IBIUNA;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;6186;1;COSMOPOLIS - LIMEIRA;Semiurbana
VB TRANSPORTES E TURISMO LTDA;6194;1;CONCHAL - COSMOPOLIS;Rodoviária Convencional
EXPRESSO ADAMANTINA LTDA;6206;3;MARILIA - RIBEIRAO PRETO;Rodoviária Convencional
TURISMAR TRANSPORTE E TURISMO LTDA;6218;3;MARILIA - GARCA;Semiurbana
VIAÇÃO MACIR RAMAZINI TURISMO LTDA;6228;1;MORRO AGUDO - RIBEIRAO PRETO;Rodoviária Convencional
TRANSPORTE COLETIVO CÉLICO EIRELI;6234;4;BURITAMA - JOSE BONIFACIO;Semiurbana
VIAÇÃO GUAXUPE LTDA;6239;1;PIRASSUNUNGA - AGUAS DA PRATA;Rodoviária Convencional
EXPRESSO AMARELINHO LTDA;6240;2;CAPAO BONITO - ITAPETININGA;Rodoviária Convencional
EXPRESSO AMARELINHO LTDA;6241;2;ITAPETININGA - ITAPEVA;Rodoviária Convencional
REAL EXPRESSO LTDA;6251;5;SÃO PAULO (T.TIÊTE) - IGARAPAVA;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;6257;1;ITAPETININGA - CAMPINAS;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;6258;1;PORTO FELIZ - ITU;Semiurbana
RAPIDO RIBEIRAO PRETO LTDA;6267;1;RIBEIRAO PRETO - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
RAPIDO LINENSE LTDA;6268;3;LINS - GETULINA;Semiurbana
EMPRESA AUTO ÔNIBUS SÃO JORGE LTDA;6274;2;SARAPUI - SOROCABA;Rodoviária Convencional
JANDAIA TRANSPORTES E TURISMO LTDA;6276;3;PRESIDENTE PRUDENTE - TARABAI;Semiurbana
JANDAIA TRANSPORTES E TURISMO LTDA;6277;3;PRESIDENTE PRUDENTE - PIRAPOZINHO;Semiurbana
EMPRESA RODOVIARIA PIRACICABANA LTDA;6281;1;AMPARO - CAMPINAS;Semiurbana
RAPIDO LINENSE LTDA;6286;3;LINS - PENAPOLIS;Semiurbana
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;6290;5;CAMPOS DO JORDAO - CAMPINAS;Rodoviária Convencional
VIAÇÃO SANTA CRUZ LTDA;6293;1;LIMEIRA - ARTUR NOGUEIRA;Rodoviária Convencional
TIETEENSE AGÊNCIA DE VIAGENS E TURISMO LTDA;6295;2;FAZENDA DO ALEMAO - CESARIO LANGE;Rodoviária Convencional
VIAÇÃO ATIBAIA SÃO PAULO LTDA;6297;1;ATIBAIA - CAMPINAS;Rodoviária Convencional
RAPIDO D OESTE LTDA;6309;1;RIBEIRAO PRETO - SANTA ROSA DO VITERBO;Semiurbana
RAPIDO D OESTE LTDA;6310;1;RIBEIRAO PRETO - RINCAO;Semiurbana
RAPIDO D OESTE LTDA;6311;1;RIBEIRAO PRETO - SAO JOSE DO RIO PRETO;Rodoviária Convencional
RAPIDO D OESTE LTDA;6312;1;RIBEIRAO PRETO - TAQUARITINGA;Semiurbana
RAPIDO D OESTE LTDA;6313;1;RIBEIRAO PRETO - BEBEDOURO;Semiurbana
RAPIDO D OESTE LTDA;6315;1;SAO SIMAO - LUIZ ANTONIO;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;6316;1;BARRETOS - PORTO FERREIRA;Rodoviária Convencional
TRANSPORTADORA TURÍSTICA PETITTO LTDA;6319;1;GUARIBA - RIBEIRAO PRETO;Semiurbana
RAPIDO D OESTE LTDA;6320;1;RIBEIRAO PRETO - MOCOCA;Rodoviária Convencional
RAPIDO D OESTE LTDA;6321;1;RIBEIRAO PRETO - CACONDE;Rodoviária Convencional
RAPIDO D OESTE LTDA;6322;1;RIBEIRAO PRETO - LUIZ ANTONIO;Semiurbana
AUTO VIAÇÃO OURINHOS ASSIS LTDA;6327;3;PALMITAL - PLATINA;Semiurbana
BREDA SOROCABA TRANSPORTES E TUR. LTDA;6347;2;SOROCABA - SALTO DE PIRAPORA;Rodoviária Convencional
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;6352;3;BAURU - SAO JOSE DO RIO PRETO;Rodoviária Convencional
TRANSPORTES E TURISMO EROLES LTDA;6370;5;JACAREI - MOGI DAS CRUZES;Semiurbana
JANDAIA TRANSPORTES E TURISMO LTDA;6374;3;PRESIDENTE PRUDENTE - SANDOVALINA;Semiurbana
VIAÇÃO COMETA S/A;6376;5;SAO BERNARDO DO CAMPO - RIBEIRAO PRETO;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;6389;1;PIRACICABA - LIMEIRA;Rodoviária Convencional
BREDA SOROCABA TRANSPORTES E TUR. LTDA;6391;2;SAO MIGUEL ARCANJO - SOROCABA;Rodoviária Convencional
EXPRESSO AMARELINHO LTDA;6408;2;CAPAO BONITO - BURI;Semiurbana
VIAÇÃO NOSSA SENHORA DA PONTE LTDA;6411;2;SOROCABA - TIETE;Rodoviária Convencional
VINCO - VIAÇÃO NOIVACOLINENSE LTDA;6412;1;RIO DAS PEDRAS - PIRACICABA;Semiurbana
AUTO ÔNIBUS SÃO JOÃO LTDA;6414;2;VOTORANTIM(terminal) - SOROCABA(Via Rio Acima);Semiurbana
EXPRESSO ITAMARATI S/A;6415;4;APARECIDA DOESTE - SANTA CLARA DOESTE;Semiurbana
EXPRESSO GARDENIA LTDA;6417;5;SAO BENTO DO SAPUCAI - PINDAMONHANGABA;Rodoviária Convencional
VALLESUL TRANSPORTES E TURISMO LTDA;6418;5;SÃO PAULO(BARRA FUNDA) - ELDORADO;Rodoviária Convencional
VALLESUL TRANSPORTES E TURISMO LTDA;6419;5;SÃO PAULO(BARRA FUNDA) - CANANEIA;Rodoviária Litorânea
VALLESUL TRANSPORTES E TURISMO LTDA;6420;5;JUNDIAI - PARIQUERA-ACU;Rodoviária Convencional
VALLESUL TRANSPORTES E TURISMO LTDA;6421;5;SÃO PAULO(BARRA FUNDA) - ILHA COMPRIDA;Rodoviária Litorânea
VALLESUL TRANSPORTES E TURISMO LTDA;6423;5;SÃO PAULO(BARRA FUNDA) - PERUIBE;Rodoviária Litorânea
VIAÇÃO DANUBIO AZUL LTDA;6429;1;BARRETOS - MORRO AGUDO;Semiurbana
VIAÇÃO PIRACICABANA S/A;6433;3;BAURU - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
VIAÇÃO ATIBAIA SÃO PAULO LTDA;6437;1;NAZARE PAULISTA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
EMPRESA DE TRANSPORTES ANDORINHA S/A;6441;3;PRESIDENTE EPITACIO - PRESIDENTE VENCESLAU;Semiurbana
RODOVIÁRIO IBITINGUENSE LTDA;6444;3;PRESIDENTE ALVES - IACANGA;Semiurbana
AUTO ÔNIBUS DEL OESTE LTDA - EPP;6459;3;PIRAJU - AGUAS DE SANTA BARBARA;Semiurbana
